Date,Silver_10,Gold_10,Silver_30,Gold_30,Silver_100,Gold_100,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHk_14_3_3,STOCHd_14_3_3,Target
2018-01-19,-1.2449753028910608,0.9474003159543045,6.27309106315255,5.572293134792972,-0.36976009476963545,3.04835778832205,56.26161212071573,0.1519510859826454,-0.003396871001127677,0.15534795698377307,41.81707121232921,59.952489742598196,0.0
2018-01-22,-1.5925612848689774,0.8028459587914013,6.69901514555974,5.392775811905779,-2.8684527967589846,1.618696955987392,54.55817023329307,0.13860725851741762,-0.013392558773084373,0.151999817290502,21.259281302275298,41.29721268662856,0.0
2018-01-23,-1.2247986631568948,1.2968281436785936,7.254211763152331,6.8730916136780476,-3.254513339287548,1.721116137851791,51.64932607721059,0.1205104278380702,-0.025191511561945434,0.14570193940001563,9.259300140254547,24.11188421828636,0.0
2018-01-24,2.88733106574789,3.3696786527055274,10.73334500174299,8.890144360992474,0.12066139541122851,3.6541586820773326,66.20324976280456,0.15042872215973446,0.0037814262077750516,0.1466472959519594,36.26543278011538,22.26133807421508,0.0
2018-01-25,3.4663754876175257,3.4158189741961302,11.81118110717478,9.544108539229457,0.4061845235458266,3.5101105421750995,68.46311063284226,0.18220608419597895,0.02844703059521561,0.15375905360076333,66.6666666666667,37.39713319567888,0.0
2018-01-26,2.888604804996906,2.347417883772533,11.551791915630117,9.132012562449535,-1.901912612451922,2.046053271871461,62.43308288851224,0.19154492381447952,0.030228696170972957,0.16131622764350656,91.90611254984178,64.94607066554128,0.0
2018-01-30,-0.32807871028415014,0.14999249762867392,7.786366324518493,7.2265937237590245,-4.662364007212974,-0.28374603467446,51.721453653409505,0.16724297431646562,0.004741397338367231,0.1625015769780984,66.13986288668742,74.90421403439863,0.0
2018-01-31,0.4789202994053933,0.269580314521641,8.542587122809783,6.795338000784724,-3.4351117660693,0.38233566928509116,55.93569971758746,0.16153354857154767,-0.0007744227252405866,0.16230797129678826,49.521108233649876,69.1890278900597,0.0
2018-02-01,0.07600402589400071,0.4708556672739163,7.134812652652505,7.175316630505256,-4.984462033166225,-0.05946968792888758,53.66425161498482,0.14835907944256022,-0.011159113483382443,0.15951819292594266,36.87745212224189,50.84614108085973,0.0
2018-02-02,-1.2845501596118778,0.5806901336255655,3.449129819560332,5.664712626047613,-7.494312975726193,-0.9138223497864041,43.8161287235205,0.10108728593789706,-0.04674472559043649,0.14783201152833356,29.310368452062892,38.569642935984895,1.0
2018-02-05,-1.9793840056208074,0.08258694840263314,3.5665377490840493,5.734913272656113,-6.55921446410217,0.15026296018031557,43.103031747688405,0.05994736933072886,-0.07030771375808376,0.13025508308881262,12.595789771767109,26.261203448690633,0.0
2018-02-06,-2.262119341378347,-0.3606618634061753,2.2238733411144866,4.738962258666236,-7.0075849129206125,-0.1430741275649473,41.32184658527611,0.01977285241934368,-0.08838578453557516,0.10815863695491884,0.2637462150154513,14.056634812948488,1.0
2018-02-07,-3.85049056940271,-1.8042956103122871,0.3343173954630799,3.4956146966755615,-8.811614006370279,-0.8916464115488807,35.40093595423434,-0.039210368312314614,-0.11789520421378677,0.07868483590147216,0.2637462150154513,4.374427400599342,1.0
2018-02-08,-6.375897329580445,-2.8763182607695157,-0.26289156938395913,3.253881073043394,-7.820097083161931,-0.5888070540738238,38.40253012469342,-0.07636008279138906,-0.12403593495428898,0.04767585216289992,2.9403187953556444,1.1559370751288538,1.0
2018-02-09,-8.176179845223409,-3.6186177293506607,-2.4455279949586886,2.258391133974381,-8.489017284947554,-0.5528664566152558,35.17556926686427,-0.12039065221829048,-0.13445320350495232,0.01406255128666184,2.676572580340222,1.9602125302371105,1.0
2018-02-12,-4.79806486741063,-2.027228833160063,-0.42721672618212814,2.890439096493784,-3.0636684200882223,1.3702749502159102,45.864216539741456,-0.11905393653327678,-0.1064931902559509,-0.012560746277325886,12.711432056951852,6.109441144215911,0.0
2018-02-13,-2.97419916696862,-0.5466563347808883,-1.9308504562588047,2.6273086037734923,-4.001161602514528,1.676621132500778,45.10408721945899,-0.11992059663126398,-0.08588788028315048,-0.03403271634811351,19.11733040563355,11.50177834764188,0.0
2018-02-14,-2.0111640425102366,1.2322628827483197,-1.1840543413257505,3.766359131350567,-2.278126842281468,3.315548780487805,52.38028003400774,-0.09123300073419571,-0.04576022750886576,-0.04547277322532995,36.353099737623545,22.727287400069656,0.0
2018-02-15,-1.992052825467684,0.5802221583352599,-2.009227596786439,2.9230437574278723,-0.9446764174144069,4.765225566665516,50.70989593617007,-0.07417876030194392,-0.02296478966129118,-0.051213970640652744,43.72215850922522,33.06419621749411,0.0
